STATEFP,COUNTYFP,NAME,NAMELSAD,AGENCY,LARNAME,Tribe Name,State has Criminal Jurisdiction?,PL280?,Retrocession?,Retrocession Date,Partial Jurisdiction?,notes,citations,Uncertain/Needs lawyer confirmation,Error
16,11,Bingham,Bingham County,Fort Hall,Fort Hall LAR,Shoshone-Bannock Tribe,0,,,,"The state assumed jurisdiction of: (1) Compulsory school attendance (2) Juvenile delinquency and youth rehabilitation (3) Dependent, neglected, and abused children (4) Insanities and mental illness (5) Public assistance (6) Domestic relations (7) Operations and management of motor vehicles. Because the state�s assumption of criminal jurisdiction is limited tribes are coded as not being under the stat's jurisdiction although it exercises partial jurisdiction.",,,,
16,5,Bannock,Bannock County,Fort Hall,Fort Hall LAR,Shoshone-Bannock Tribe,0,,,,"The state assumed jurisdiction of: (1) Compulsory school attendance (2) Juvenile delinquency and youth rehabilitation (3) Dependent, neglected, and abused children (4) Insanities and mental illness (5) Public assistance (6) Domestic relations (7) Operations and management of motor vehicles. Because the state�s assumption of criminal jurisdiction is limited tribes are coded as not being under the stat's jurisdiction although it exercises partial jurisdiction.",,,,
16,29,Caribou,Caribou County,Fort Hall,Fort Hall LAR,Shoshone-Bannock Tribe,0,,,,"The state assumed jurisdiction of: (1) Compulsory school attendance (2) Juvenile delinquency and youth rehabilitation (3) Dependent, neglected, and abused children (4) Insanities and mental illness (5) Public assistance (6) Domestic relations (7) Operations and management of motor vehicles. Because the state�s assumption of criminal jurisdiction is limited tribes are coded as not being under the stat's jurisdiction although it exercises partial jurisdiction.",,,,
16,21,Boundary,Boundary County,Northern Idaho,Kootenai LAR,Kootenai Tribe,0,,,,"The state assumed jurisdiction of: (1) Compulsory school attendance (2) Juvenile delinquency and youth rehabilitation (3) Dependent, neglected, and abused children (4) Insanities and mental illness (5) Public assistance (6) Domestic relations (7) Operations and management of motor vehicles. Because the state�s assumption of criminal jurisdiction is limited tribes are coded as not being under the stat's jurisdiction although it exercises partial jurisdiction.",,,yes,
16,49,Idaho,Idaho County,Northern Idaho,Nez Perce LAR,Nez Perce Tribe,0,,,,"The state assumed jurisdiction of: (1) Compulsory school attendance (2) Juvenile delinquency and youth rehabilitation (3) Dependent, neglected, and abused children (4) Insanities and mental illness (5) Public assistance (6) Domestic relations (7) Operations and management of motor vehicles. Because the state�s assumption of criminal jurisdiction is limited tribes are coded as not being under the stat's jurisdiction although it exercises partial jurisdiction.",,"Fletcher, M. (2012, July 31). Idaho Court of Appeals Decides PL 280 Case. Turtle Talk. https://turtletalk.blog/2012/07/31/idaho-court-of-appeals-decides-pl-280-case/.",yes,
16,69,Nez Perce,Nez Perce County,Northern Idaho,Nez Perce LAR,Nez Perce Tribe,0,,,,"The state assumed jurisdiction of: (1) Compulsory school attendance (2) Juvenile delinquency and youth rehabilitation (3) Dependent, neglected, and abused children (4) Insanities and mental illness (5) Public assistance (6) Domestic relations (7) Operations and management of motor vehicles. Because the state�s assumption of criminal jurisdiction is limited tribes are coded as not being under the stat's jurisdiction although it exercises partial jurisdiction.",,,,
16,35,Clearwater,Clearwater County,Northern Idaho,Nez Perce LAR,Nez Perce Tribe,0,,,,"The state assumed jurisdiction of: (1) Compulsory school attendance (2) Juvenile delinquency and youth rehabilitation (3) Dependent, neglected, and abused children (4) Insanities and mental illness (5) Public assistance (6) Domestic relations (7) Operations and management of motor vehicles. Because the state�s assumption of criminal jurisdiction is limited tribes are coded as not being under the stat's jurisdiction although it exercises partial jurisdiction.",,,,
16,61,Lewis,Lewis County,Northern Idaho,Nez Perce LAR,Nez Perce Tribe,0,,,,"The state assumed jurisdiction of: (1) Compulsory school attendance (2) Juvenile delinquency and youth rehabilitation (3) Dependent, neglected, and abused children (4) Insanities and mental illness (5) Public assistance (6) Domestic relations (7) Operations and management of motor vehicles. Because the state�s assumption of criminal jurisdiction is limited tribes are coded as not being under the stat's jurisdiction although it exercises partial jurisdiction.",,,,
16,57,Latah,Latah County,Northern Idaho,Nez Perce LAR,Nez Perce Tribe,0,,,,"The state assumed jurisdiction of: (1) Compulsory school attendance (2) Juvenile delinquency and youth rehabilitation (3) Dependent, neglected, and abused children (4) Insanities and mental illness (5) Public assistance (6) Domestic relations (7) Operations and management of motor vehicles. Because the state�s assumption of criminal jurisdiction is limited tribes are coded as not being under the stat's jurisdiction although it exercises partial jurisdiction.",,,,
16,73,Owyhee,Owyhee County,Eastern Nevada,Duck Valley LAR,Shoshone-Paiute Tribe,0,,,,"The state assumed jurisdiction of: (1) Compulsory school attendance (2) Juvenile delinquency and youth rehabilitation (3) Dependent, neglected, and abused children (4) Insanities and mental illness (5) Public assistance (6) Domestic relations (7) Operations and management of motor vehicles. Because the state�s assumption of criminal jurisdiction is limited tribes are coded as not being under the stat's jurisdiction although it exercises partial jurisdiction.",,,yes,
19,133,Monona,Monona County,Winnebago,Omaha LAR,Omaha Tribe,0,,,,Iowa exercises civil jurisdiction only over tribal lands.,Omaha + Winnebago seem to be primarily housed in Nebraska,,yes,
19,193,Woodbury,Woodbury County,Winnebago,Winnebago LAR,Winnebago Tribe,0,,,,Iowa exercises civil jurisdiction only over tribal lands.,,,yes,
19,133,Monona,Monona County,Winnebago,Winnebago LAR,Winnebago Tribe,0,,,,Iowa exercises civil jurisdiction only over tribal lands.,,,yes,
19,171,Tama,Tama County,Midwest Regional Office,Sac and Fox (Iowa) LAR,Sac and Fox Tribe,0,,,,Iowa exercises civil jurisdiction only over tribal lands.,Iowa seems to only have civil jurisdiction,"Iowa Code Ann. �� 1.12 -1.14 (62 G.A. Ch. 79, � 1, eff. July 1, 1967, accepting civil jurisdiction over reservation pursuant to Public Law 280). https://www.legis.iowa.gov/DOCS/IACODE/2003SUPPLEMENT/1/12.html. ",yes,
20,43,Doniphan,Doniphan County,Horton,Iowa LAR,Iowa,1,0,,,,,18 U.S.C. � 3243 (conferring state criminal jurisdiction over reservations). https://www.law.cornell.edu/uscode/text/18/3243. ,,
20,13,Brown,Brown County,Horton,Iowa LAR,Iowa,1,0,,,,,,,
20,13,Brown,Brown County,Horton,Kickapoo (Kansas) LAR,Kickapoo,1,0,,,,,,,
20,85,Jackson,Jackson County,Horton,Kickapoo (Kansas) LAR,Kickapoo,1,0,,,,,,,
20,85,Jackson,Jackson County,Horton,Potawatomi (Kansas) LAR,Potawatomi,1,0,,,,,,,
20,13,Brown,Brown County,Horton,Sac and Fox (KS-NE) LAR,Sac and Fox,1,0,,,,,,,
22,101,St. Mary,St. Mary Parish,Eastern Regional Office,Chitimacha LAR,Chitimacha,0,,,,,,,,
22,3,Allen,Allen Parish,Eastern Regional Office,Coushatta LAR,Coushatta,0,,,,,,,,
22,43,Grant,Grant Parish,Eastern Regional Office,Jena of the Choctaw LAR,Jena of the Choctaw,0,,,,,,,,
22,59,LaSalle,LaSalle Parish,Eastern Regional Office,Jena of the Choctaw LAR,Jena of the Choctaw,0,,,,,,,,
22,9,Avoyelles,Avoyelles Parish,Eastern Regional Office,Tunica-Biloxi LAR,Tunica-Biloxi,0,,,,,,,,
23,3,Aroostook,Aroostook County,Unknown,Aroostook LAR,Aroostook,1,0,,,,"MRS Title 30, Chapter 603. MI'KMAQ NATION RESTORATION ACT. https://legislature.maine.gov/statutes/30/title30ch603.pdf. ",,,
23,3,Aroostook,Aroostook County,Unknown,Houlton of the Maliseet LAR,Houlton of the Maliseet,1,0,,,,Maine Legislature Criminal Jurisdiction. https://legislature.maine.gov/doc/3571; https://legislature.maine.gov/doc/3349. ,,,
23,29,Washington,Washington County,Unknown,Passamaquoddy LAR,Passamaquoddy,1,0,,,,,,,
23,17,Oxford,Oxford County,Unknown,Passamaquoddy LAR,Passamaquoddy,1,0,,,"The Penobscot and Passamaquoddy Tribes have exclusive jurisdiction over a subset of crimes. The parameters are that the crime has to be victimless, have a maximum penalty of less than a year, and have a maximum fine of $5,000.",,Maine Legislature Criminal Jurisdiction. https://legislature.maine.gov/doc/3571; https://legislature.maine.gov/doc/3349. ,,
23,9,Hancock,Hancock County,Unknown,Passamaquoddy LAR,Passamaquoddy,1,0,,,"The Penobscot and Passamaquoddy Tribes have exclusive jurisdiction over a subset of crimes. The parameters are that the crime has to be victimless, have a maximum penalty of less than a year, and have a maximum fine of $5,000.",,Maine Legislature Criminal Jurisdiction. https://legislature.maine.gov/doc/3571; https://legislature.maine.gov/doc/3349. ,,
23,7,Franklin,Franklin County,Unknown,Passamaquoddy LAR,Passamaquoddy,1,0,,,"The Penobscot and Passamaquoddy Tribes have exclusive jurisdiction over a subset of crimes. The parameters are that the crime has to be victimless, have a maximum penalty of less than a year, and have a maximum fine of $5,000.",,Maine Legislature Criminal Jurisdiction. https://legislature.maine.gov/doc/3571; https://legislature.maine.gov/doc/3349. ,,
23,25,Somerset,Somerset County,Unknown,Passamaquoddy LAR,Passamaquoddy,1,0,,,"The Penobscot and Passamaquoddy Tribes have exclusive jurisdiction over a subset of crimes. The parameters are that the crime has to be victimless, have a maximum penalty of less than a year, and have a maximum fine of $5,000.",,Maine Legislature Criminal Jurisdiction. https://legislature.maine.gov/doc/3571; https://legislature.maine.gov/doc/3349. ,,
23,29,Washington,Washington County,Unknown,Passamaquoddy (Indian Township) LAR,Passamaquoddy,1,0,,,"The Penobscot and Passamaquoddy Tribes have exclusive jurisdiction over a subset of crimes. The parameters are that the crime has to be victimless, have a maximum penalty of less than a year, and have a maximum fine of $5,000.",,Maine Legislature Criminal Jurisdiction. https://legislature.maine.gov/doc/3571; https://legislature.maine.gov/doc/3349. ,,
23,29,Washington,Washington County,Unknown,Passamaquoddy (Pleasant Point) LAR,Passamaquoddy,1,0,,,"The Penobscot and Passamaquoddy Tribes have exclusive jurisdiction over a subset of crimes. The parameters are that the crime has to be victimless, have a maximum penalty of less than a year, and have a maximum fine of $5,000.",,Maine Legislature Criminal Jurisdiction. https://legislature.maine.gov/doc/3571; https://legislature.maine.gov/doc/3349. ,,
23,19,Penobscot,Penobscot County,Unknown,Penobscot LAR,Penobscot,1,0,,,"The Penobscot and Passamaquoddy Tribes have exclusive jurisdiction over a subset of crimes. The parameters are that the crime has to be victimless, have a maximum penalty of less than a year, and have a maximum fine of $5,000.",,Maine Legislature Criminal Jurisdiction. https://legislature.maine.gov/doc/3571; https://legislature.maine.gov/doc/3349. ,,
25,7,Dukes,Dukes County,Unknown,Aquinnah LAR,Aquinnah,0,,,,,,,,
25,1,Barnstable,Barnstable County,Unknown,Mashpee Wampanoag LAR,Mashpee Wampanoag,0,,,,"A Massachusetts specific law asserts that the Wampanoag Tribal Council of Gay Head, Inc. may only exercise jurisdiction consistent with state, municipal and federal law.",,"Massachusetts Indian Land Claims Settlement Act, P.L. 100-95, 101 Stat. 704, Aug. 18, 1987, codified at 25 U.S.C. � 1771 et seq. https://www.congress.gov/100/statute/STATUTE-101/STATUTE-101-Pg704.pdf. ",,
25,5,Bristol,Bristol County,Unknown,Mashpee Wampanoag LAR,Mashpee Wampanoag,0,,,,"A Massachusetts specific law asserts that the Wampanoag Tribal Council of Gay Head, Inc. may only exercise jurisdiction consistent with state, municipal and federal law.",,,,
26,33,Chippewa,Chippewa County,Michigan,Bay Mills LAR,Bay Mills Indian Communty,0,,,,,,,,
26,89,Leelanau,Leelanau County,Michigan,Grand Traverse LAR,Grand Traverse Band of Ottawa & Chippewa Indians,0,,,,,,,,
26,9,Antrim,Antrim County,Michigan,Grand Traverse LAR,Grand Traverse Band of Ottawa & Chippewa Indians,0,,,,,,,,
26,19,Benzie,Benzie County,Michigan,Grand Traverse LAR,Grand Traverse Band of Ottawa & Chippewa Indians,0,,,,,,,,
26,55,Grand Traverse,Grand Traverse County,Michigan,Grand Traverse LAR,Grand Traverse Band of Ottawa & Chippewa Indians,0,,,,,,,,
26,29,Charlevoix,Charlevoix County,Michigan,Grand Traverse LAR,Grand Traverse Band of Ottawa & Chippewa Indians,0,,,,,,,,
26,109,Menominee,Menominee County,Michigan,Hannahville LAR,Hannahville Indian Community,0,,,,,,,,
26,25,Calhoun,Calhoun County,Michigan,Huron Potawatomi LAR,Nottawaseppi Huron Band of the Potawatomi,0,,,,,,,,
26,35,Clare,Clare County,Michigan,Isabella LAR,Saginaw Chippewa Indian Tribe,0,,,,,,,,
26,11,Arenac,Arenac County,Michigan,Isabella LAR,Saginaw Chippewa Indian Tribe,0,,,,,,,,
26,111,Midland,Midland County,Michigan,Isabella LAR,Saginaw Chippewa Indian Tribe,0,,,,,,,,
26,113,Missaukee,Missaukee County,Michigan,Isabella LAR,Saginaw Chippewa Indian Tribe,0,,,,,,,,
26,73,Isabella,Isabella County,Michigan,Isabella LAR,Saginaw Chippewa Indian Tribe,0,,,,,,,,
26,131,Ontonagon,Ontonagon County,Michigan,L'Anse Ontonagon LAR,Keweenaw Bay Indian Community,0,,,,,,,,
26,13,Baraga,Baraga County,Michigan,L'Anse LAR,Keweenaw Bay Indian Community,0,,,,,,,,
26,53,Gogebic,Gogebic County,Michigan,Lac Vieux Desert LAR,Lac Vieux Band of Lake Superior Chippewa Indians,0,,,,,,,,
26,105,Mason,Mason County,Michigan,Little River LAR,Little River Band of Ottawa Indians,0,,,,,,,,
26,101,Manistee,Manistee County,Michigan,Little River LAR,Little River Band of Ottawa Indians,0,,,,,,,,
26,47,Emmet,Emmet County,Michigan,Little Traverse Bay LAR,Little Traverse Bay Band of Odawa Indians,0,,,,,,,,
26,29,Charlevoix,Charlevoix County,Michigan,Little Traverse Bay LAR,Little Traverse Bay Band of Odawa Indians,0,,,,,,,,
26,41,Delta,Delta County,Michigan,Little Traverse Bay LAR,Little Traverse Bay Band of Odawa Indians,0,,,,,,,,
26,5,Allegan,Allegan County,Michigan,Match-e-be-nash-she-wish LAR,Match-e-be-nash-she-wish Band of Pottawatomi,0,,,,,,,,
26,159,Van Buren,Van Buren County,Michigan,Pokagon of Potawatomi LAR,Pokagon Band of Potawatomi,0,,,,,,,,
26,21,Berrien,Berrien County,Michigan,Pokagon of Potawatomi LAR,Pokagon Band of Potawatomi,0,,,,,,,,
26,27,Cass,Cass County,Michigan,Pokagon of Potawatomi LAR,Pokagon Band of Potawatomi,0,,,,,,,,
26,103,Marquette,Marquette County,Michigan,Sault Ste. Marie LAR,Sault Tribe of Chippewa Indians,0,,,,,,,,
26,3,Alger,Alger County,Michigan,Sault Ste. Marie LAR,Sault Tribe of Chippewa Indians,0,,,,,,,,
26,33,Chippewa,Chippewa County,Michigan,Sault Ste. Marie LAR,Sault Tribe of Chippewa Indians,0,,,,,,,,
26,95,Luce,Luce County,Michigan,Sault Ste. Marie LAR,Sault Tribe of Chippewa Indians,0,,,,,,,,
26,97,Mackinac,Mackinac County,Michigan,Sault Ste. Marie LAR,Sault Tribe of Chippewa Indians,0,,,,,,,,
26,41,Delta,Delta County,Michigan,Sault Ste. Marie LAR,Sault Tribe of Chippewa Indians,0,,,,,,,,
27,71,Koochiching,Koochiching County,Minnesota,Bois Forte (Deer Creek) LAR,Bois Forte Band of Chippewa,1,1,,,,,,yes,
27,61,Itasca,Itasca County,Minnesota,Bois Forte (Deer Creek) LAR,Bois Forte Band of Chippewa,1,1,,,,,,yes,
27,71,Koochiching,Koochiching County,Minnesota,Bois Fort (Nett Lake) LAR,Bois Forte Band of Chippewa,0,,1,1973,,"The Bois Forte Band of Chippewa Indians had its jurisdiction retorceded in St. Louis and Koochiching Counties by the Act of May 23, 1973, Ch. 625, 1973 Minn. Laws 1500","??Act of May 23, 1973, Ch. 625, 1973 Minn. Laws 1500; Acceptance of Retrocession of Jurisdiction, 40 Fed. Reg. 4026 (Jan. 27, 1975). https://www.revisor.mn.gov/laws/1973/0/Session+Law/Chapter/625/pdf/. ",yes,
27,137,St. Louis,St. Louis County,Minnesota,Bois Fort (Nett Lake) LAR,Bois Forte Band of Chippewa,0,,1,1973,,"The Bois Forte Band of Chippewa Indians had its jurisdiction retorceded in St. Louis and Koochiching Counties by the Act of May 23, 1973, Ch. 625, 1973 Minn. Laws 1500",,yes,
27,137,St. Louis,St. Louis County,Minnesota,Bois Forte (Vermillion Lake) LAR,Bois Forte Band of Chippewa,0,,1,1973,,"The Bois Forte Band of Chippewa Indians had its jurisdiction retorceded in St. Louis and Koochiching Counties by the Act of May 23, 1973, Ch. 625, 1973 Minn. Laws 1500",,yes,
27,137,St. Louis,St. Louis County,Minnesota,Fond du Lac LAR,Fond du Lac Band of Chippewa,1,1,,,,,,,
27,17,Carlton,Carlton County,Minnesota,Fond du Lac LAR,Fond du Lac Band of Chippewa,1,1,,,,,,,
27,31,Cook,Cook County,Minnesota,Grand Portage LAR,Grand Portage Band of Chippewa,1,1,,,,,,,
27,57,Hubbard,Hubbard County,Minnesota,Leech Lake LAR,Leech Lake Band of Chippewa,1,1,,,,,,,
27,7,Beltrami,Beltrami County,Minnesota,Leech Lake LAR,Leech Lake Band of Chippewa,1,1,,,,,,,
27,61,Itasca,Itasca County,Minnesota,Leech Lake LAR,Leech Lake Band of Chippewa,1,1,,,,,,,
27,21,Cass,Cass County,Minnesota,Leech Lake LAR,Leech Lake Band of Chippewa,1,1,,,,,,,
27,129,Renville,Renville County,Midwest Regional Office,Lower Sioux LAR,Lower Sioux Indian Community,1,1,,,,,,,
27,127,Redwood,Redwood County,Midwest Regional Office,Lower Sioux LAR,Lower Sioux Indian Community,1,1,,,,,,,
27,49,Goodhue,Goodhue County,Midwest Regional Office,Prairie Island LAR,Prairie Island Indian Community,1,1,,,,,,,
27,71,Koochiching,Koochiching County,Red Lakes,Red Lake LAR,Red Lake Band of Chippewa,0,,,,,The original Public Law 280 provides an exception to state jurisdiction for the Red Lake Band of Chippewa Indians.,"18 U.S. Code � 1162 - State jurisdiction over offenses committed by or against Indians in the Indian country. (n.d.). Law.Cornell.Edu. Retrieved August 13, 2025, from https://www.law.cornell.edu/uscode/text/18/1162. ",,
27,89,Marshall,Marshall County,Red Lakes,Red Lake LAR,Red Lake Band of Chippewa,0,,,,,The original Public Law 280 provides an exception to state jurisdiction for the Red Lake Band of Chippewa Indians.,,,
27,7,Beltrami,Beltrami County,Red Lakes,Red Lake LAR,Red Lake Band of Chippewa,0,,,,,The original Public Law 280 provides an exception to state jurisdiction for the Red Lake Band of Chippewa Indians.,,,
27,77,Lake of the Woods,Lake of the Woods County,Red Lakes,Red Lake LAR,Red Lake Band of Chippewa,0,,,,,The original Public Law 280 provides an exception to state jurisdiction for the Red Lake Band of Chippewa Indians.,,,
27,113,Pennington,Pennington County,Red Lakes,Red Lake LAR,Red Lake Band of Chippewa,0,,,,,The original Public Law 280 provides an exception to state jurisdiction for the Red Lake Band of Chippewa Indians.,,,
27,125,Red Lake,Red Lake County,Red Lakes,Red Lake LAR,Red Lake Band of Chippewa,0,,,,,The original Public Law 280 provides an exception to state jurisdiction for the Red Lake Band of Chippewa Indians.,,,
27,29,Clearwater,Clearwater County,Red Lakes,Red Lake LAR,Red Lake Band of Chippewa,0,,,,,The original Public Law 280 provides an exception to state jurisdiction for the Red Lake Band of Chippewa Indians.,,,
27,119,Polk,Polk County,Red Lakes,Red Lake LAR,Red Lake Band of Chippewa,0,,,,,The original Public Law 280 provides an exception to state jurisdiction for the Red Lake Band of Chippewa Indians.,,,
27,135,Roseau,Roseau County,Red Lakes,Red Lake LAR,Red Lake Band of Chippewa,0,,,,,The original Public Law 280 provides an exception to state jurisdiction for the Red Lake Band of Chippewa Indians.,,,
27,139,Scott,Scott County,Midwest Regional Office,Shakopee LAR,Shakopee Mdewakanton Sioux Community,1,1,,,,,,,
27,173,Yellow Medicine,Yellow Medicine County,Midwest Regional Office,Upper Sioux LAR,Upper Sioux Community,1,1,,,,,,,
27,23,Chippewa,Chippewa County,Midwest Regional Office,Upper Sioux LAR,Upper Sioux Community,1,1,,,,,,,
27,129,Renville,Renville County,Midwest Regional Office,Upper Sioux LAR,Upper Sioux Community,1,1,,,,,,,
27,5,Becker,Becker County,Minnesota,White Earth LAR,White Earth Band of Chippewa,1,1,,,,,,,
27,107,Norman,Norman County,Minnesota,White Earth LAR,White Earth Band of Chippewa,1,1,,,,,,,
27,87,Mahnomen,Mahnomen County,Minnesota,White Earth LAR,White Earth Band of Chippewa,1,1,,,,,,,
27,29,Clearwater,Clearwater County,Minnesota,White Earth LAR,White Earth Band of Chippewa,1,1,,,,,,,
27,119,Polk,Polk County,Minnesota,White Earth LAR,White Earth Band of Chippewa,1,1,,,,,,,
27,95,Mille Lacs,Mille Lacs County,Minnesota,Mille Lacs LAR,Mille Lacs Band of Chippewa,1,1,,,,,,,
27,1,Aitkin,Aitkin County,Minnesota,Mille Lacs LAR,Mille Lacs Band of Chippewa,1,1,,,,,,,
27,65,Kanabec,Kanabec County,Minnesota,Mille Lacs LAR,Mille Lacs Band of Chippewa,1,1,,,,,,,
27,35,Crow Wing,Crow Wing County,Minnesota,Mille Lacs LAR,Mille Lacs Band of Chippewa,1,1,,,,,,,
27,115,Pine,Pine County,Minnesota,Mille Lacs LAR,Mille Lacs Band of Chippewa,1,1,,,,,,,
27,97,Morrison,Morrison County,Minnesota,Mille Lacs LAR,Mille Lacs Band of Chippewa,1,1,,,,,,,
28,69,Kemper,Kemper County,Choctaw,Choctaw LAR,Choctaw,0,,,,,,"U.S. Supreme Court Affirms Tribal Court Jurisdiction in Dollar General v. Mississippi Choctaw. (2016, June 23). National Congress of American Indians. https://www.ncai.org/news/u-s-supreme-court-affirms-tribal-court-jurisdiction-in-dollar-general-v-mississippi-choctaw",,
28,15,Carroll,Carroll County,Choctaw,Choctaw LAR,Choctaw,0,,,,,,,,
28,101,Newton,Newton County,Choctaw,Choctaw LAR,Choctaw,0,,,,,,,,
28,123,Scott,Scott County,Choctaw,Choctaw LAR,Choctaw,0,,,,,,,,
28,7,Attala,Attala County,Choctaw,Choctaw LAR,Choctaw,0,,,,,,,,
28,159,Winston,Winston County,Choctaw,Choctaw LAR,Choctaw,0,,,,,,,,
28,103,Noxubee,Noxubee County,Choctaw,Choctaw LAR,Choctaw,0,,,,,,,,
28,79,Leake,Leake County,Choctaw,Choctaw LAR,Choctaw,0,,,,,,,,
28,99,Neshoba,Neshoba County,Choctaw,Choctaw LAR,Choctaw,0,,,,,,,,
28,67,Jones,Jones County,Choctaw,Choctaw LAR,Choctaw,0,,,,,,,,
29,87,Holt,Holt County,Horton,Iowa LAR,Iowa Tribe,0,,,,,,,,
30,29,Flathead,Flathead County,Flathead,Flathead LAR,Confederated Salish & Kootenai Tribes,1,1,,,"The Salish and Kootenai consented to concurrent jurisdiction over the following: (a) compulsory School Attendance; (b) Public Welfare; c) Domestic Relations (except adoptions); (d) Mental Health, Insanity, Care of the Infirm, Aged and Afflicted, (e) Juvenile Delinquency and Youth Rehabilitation; (f) Adoption Proceedings (with consent of the Tribal Court); (g) Abandoned, Dependent, Neglected, Orphaned or Abused Children; (h) Operation of Motor Vehicles upon Public Streets, Alleys, Roads and Highways, and (i) All Criminal Laws of the State of Montana pertaining to felony offenses.",confirm that jurisdiction covers the type of criminal jurisdiction we are interested in,Mont. Code Ann. �� 2-1-302 to 2-1-307 (1963). https://archive.legmt.gov/bills/mca/title_0020/chapter_0010/part_0030/section_0020/0020-0010-0030-0020.html. ,,
30,89,Sanders,Sanders County,Flathead,Flathead LAR,Confederated Salish & Kootenai Tribes,1,1,,,"The Salish and Kootenai consented to concurrent jurisdiction over the following: (a) compulsory School Attendance; (b) Public Welfare; c) Domestic Relations (except adoptions); (d) Mental Health, Insanity, Care of the Infirm, Aged and Afflicted, (e) Juvenile Delinquency and Youth Rehabilitation; (f) Adoption Proceedings (with consent of the Tribal Court); (g) Abandoned, Dependent, Neglected, Orphaned or Abused Children; (h) Operation of Motor Vehicles upon Public Streets, Alleys, Roads and Highways, and (i) All Criminal Laws of the State of Montana pertaining to felony offenses.",,"Goldberg, C., & SIngleton, H. (1998). LAW ENFORCEMENT IN PUBLIC LAW 280 STATES. Crime and Justice Research in Indian Country Strategic Planning Meeting National Institute of Justice, United States Department of Justice. https://www.ojp.gov/pdffiles1/nij/grants/209926.pdf.",,
30,53,Lincoln,Lincoln County,Flathead,Flathead LAR,Confederated Salish & Kootenai Tribes,1,1,,,"The Salish and Kootenai consented to concurrent jurisdiction over the following: (a) compulsory School Attendance; (b) Public Welfare; c) Domestic Relations (except adoptions); (d) Mental Health, Insanity, Care of the Infirm, Aged and Afflicted, (e) Juvenile Delinquency and Youth Rehabilitation; (f) Adoption Proceedings (with consent of the Tribal Court); (g) Abandoned, Dependent, Neglected, Orphaned or Abused Children; (h) Operation of Motor Vehicles upon Public Streets, Alleys, Roads and Highways, and (i) All Criminal Laws of the State of Montana pertaining to felony offenses.",,Montana Legislature Office of Research & Policy Analysis. (2024). MONTANA & PUBLIC LAW 280.,,
30,47,Lake,Lake County,Flathead,Flathead LAR,Confederated Salish & Kootenai Tribes,1,1,,,"The Salish and Kootenai consented to concurrent jurisdiction over the following: (a) compulsory School Attendance; (b) Public Welfare; c) Domestic Relations (except adoptions); (d) Mental Health, Insanity, Care of the Infirm, Aged and Afflicted, (e) Juvenile Delinquency and Youth Rehabilitation; (f) Adoption Proceedings (with consent of the Tribal Court); (g) Abandoned, Dependent, Neglected, Orphaned or Abused Children; (h) Operation of Motor Vehicles upon Public Streets, Alleys, Roads and Highways, and (i) All Criminal Laws of the State of Montana pertaining to felony offenses.",,,,
30,81,Ravalli,Ravalli County,Flathead,Flathead LAR,Confederated Salish & Kootenai Tribes,1,1,,,"The Salish and Kootenai consented to concurrent jurisdiction over the following: (a) compulsory School Attendance; (b) Public Welfare; c) Domestic Relations (except adoptions); (d) Mental Health, Insanity, Care of the Infirm, Aged and Afflicted, (e) Juvenile Delinquency and Youth Rehabilitation; (f) Adoption Proceedings (with consent of the Tribal Court); (g) Abandoned, Dependent, Neglected, Orphaned or Abused Children; (h) Operation of Motor Vehicles upon Public Streets, Alleys, Roads and Highways, and (i) All Criminal Laws of the State of Montana pertaining to felony offenses.",,,,
30,63,Missoula,Missoula County,Flathead,Flathead LAR,Confederated Salish & Kootenai Tribes,1,1,,,"The Salish and Kootenai consented to concurrent jurisdiction over the following: (a) compulsory School Attendance; (b) Public Welfare; c) Domestic Relations (except adoptions); (d) Mental Health, Insanity, Care of the Infirm, Aged and Afflicted, (e) Juvenile Delinquency and Youth Rehabilitation; (f) Adoption Proceedings (with consent of the Tribal Court); (g) Abandoned, Dependent, Neglected, Orphaned or Abused Children; (h) Operation of Motor Vehicles upon Public Streets, Alleys, Roads and Highways, and (i) All Criminal Laws of the State of Montana pertaining to felony offenses.",,,,
30,73,Pondera,Pondera County,Blackfeet,Blackfeet LAR,Blackfeet Tribe,0,,,,,,,,
30,35,Glacier,Glacier County,Blackfeet,Blackfeet LAR,Blackfeet Tribe,0,,,,,,,,
30,5,Blaine,Blaine County,Fort Belknap,Fort Belknap LAR,Gros Ventre and Assiniboine Tribes,0,,,,,,,,
30,71,Phillips,Phillips County,Fort Belknap,Fort Belknap LAR,Gros Ventre and Assiniboine Tribes,0,,,,,,,,
30,83,Richland,Richland County,Fort Peck,Fort Peck LAR,Fort Peck Tribes,0,,,,,,,,
30,85,Roosevelt,Roosevelt County,Fort Peck,Fort Peck LAR,Fort Peck Tribes,0,,,,,,,,
30,55,McCone,McCone County,Fort Peck,Fort Peck LAR,Fort Peck Tribes,0,,,,,,,,
30,105,Valley,Valley County,Fort Peck,Fort Peck LAR,Fort Peck Tribes,0,,,,,,,,
30,91,Sheridan,Sheridan County,Fort Peck,Fort Peck LAR,Fort Peck Tribes,0,,,,,,,,
30,19,Daniels,Daniels County,Fort Peck,Fort Peck LAR,Fort Peck Tribes,0,,,,,,,,
30,87,Rosebud,Rosebud County,Northern Cheyenne,Northern Cheyenne LAR,Northern Cheyenne Tribe,0,,,,,,,,
